id,numero linha,id_mob,faixa,n partidas,id_pc,corredor,sum_faixa,sum_faixa_estu,e,n,lat,lon
"527","221",BUS_CR2211,"13","5","6",C,236.3279609,186.6990891,741447.384282724,6944885.87455796,-27.598481,-48.553769
"528","221",BUS_CR2211,"12","4","6",C,161.5333333,127.6113333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"529","332",BUS_CR3322,"14","2","6",P,68.625,54.21375,741447.384282724,6944885.87455796,-27.598481,-48.553769
"530","221",BUS_CR2211,"11","5","6",C,181.0194444,143.0053611,741447.384282724,6944885.87455796,-27.598481,-48.553769
"531","221",BUS_CR2211,"10","4","6",C,164.3961039,129.8729221,741447.384282724,6944885.87455796,-27.598481,-48.553769
"532","332",BUS_CR3322,"15","1","6",P,45,35.55,741447.384282724,6944885.87455796,-27.598481,-48.553769
"533","212",BUS_CR2122,"19","2","6",P,68.82517483,68.82517483,741447.384282724,6944885.87455796,-27.598481,-48.553769
"534","212",BUS_CR2122,"18","2","6",P,95.22222222,95.22222222,741447.384282724,6944885.87455796,-27.598481,-48.553769
"535","332",BUS_CR3322,"17","2","6",P,120.8214286,95.44892859,741447.384282724,6944885.87455796,-27.598481,-48.553769
"536","212",BUS_CR2122,"17","1","6",P,54.5,54.5,741447.384282724,6944885.87455796,-27.598481,-48.553769
"537","212",BUS_CR2122,"16","1","6",P,40.11111111,40.11111111,741447.384282724,6944885.87455796,-27.598481,-48.553769
"538","332",BUS_CR3322,"18","2","6",P,80.9,63.911,741447.384282724,6944885.87455796,-27.598481,-48.553769
"539","212",BUS_CR2121,"7","1","6",C,15,15,741447.384282724,6944885.87455796,-27.598481,-48.553769
"540","212",BUS_CR2121,"18","2","6",C,43.81025641,43.81025641,741447.384282724,6944885.87455796,-27.598481,-48.553769
"541","332",BUS_CR3322,"19","1","6",P,23.4,18.486,741447.384282724,6944885.87455796,-27.598481,-48.553769
"542","212",BUS_CR2121,"17","1","6",C,34.33333333,34.33333333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"543","212",BUS_CR2121,"12","1","6",C,44.38461538,44.38461538,741447.384282724,6944885.87455796,-27.598481,-48.553769
"544","332",BUS_CR3322,"20","2","6",P,43.19480519,34.1238961,741447.384282724,6944885.87455796,-27.598481,-48.553769
"545","210",BUS_CR2102,"9","5","6",P,143.8385281,117.947593,741447.384282724,6944885.87455796,-27.598481,-48.553769
"546","210",BUS_CR2102,"8","6","6",P,130.5045455,107.0137273,741447.384282724,6944885.87455796,-27.598481,-48.553769
"547","332",BUS_CR3322,"22","1","6",P,15.72222222,12.42055555,741447.384282724,6944885.87455796,-27.598481,-48.553769
"548","210",BUS_CR2102,"7","8","6",P,200.8474747,164.6949293,741447.384282724,6944885.87455796,-27.598481,-48.553769
"549","210",BUS_CR2102,"6","5","6",P,234.7348443,192.4825723,741447.384282724,6944885.87455796,-27.598481,-48.553769
"550","332",BUS_CR3322,"23","1","6",P,6.25,4.9375,741447.384282724,6944885.87455796,-27.598481,-48.553769
"551","210",BUS_CR2102,"5","1","6",P,63.81818182,52.33090909,741447.384282724,6944885.87455796,-27.598481,-48.553769
"552","210",BUS_CR2102,"23","1","6",P,42,34.44,741447.384282724,6944885.87455796,-27.598481,-48.553769
"553","332",BUS_CR3322,"6","2","6",P,140.875,111.29125,741447.384282724,6944885.87455796,-27.598481,-48.553769
"554","210",BUS_CR2102,"22","6","6",P,340.315293,279.0585403,741447.384282724,6944885.87455796,-27.598481,-48.553769
"555","210",BUS_CR2102,"21","4","6",P,308.9333333,253.3253333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"556","332",BUS_CR3322,"7","1","6",P,72.61538462,57.36615385,741447.384282724,6944885.87455796,-27.598481,-48.553769
"557","210",BUS_CR2102,"20","5","6",P,308.0478272,252.5992183,741447.384282724,6944885.87455796,-27.598481,-48.553769
"558","210",BUS_CR2102,"19","6","6",P,500.6547619,410.5369048,741447.384282724,6944885.87455796,-27.598481,-48.553769
"559","332",BUS_CR3322,"8","2","6",P,145.6587302,115.0703969,741447.384282724,6944885.87455796,-27.598481,-48.553769
"560","210",BUS_CR2102,"18","10","6",P,757.4118687,621.0777323,741447.384282724,6944885.87455796,-27.598481,-48.553769
"561","210",BUS_CR2102,"17","9","6",P,725.9818182,595.3050909,741447.384282724,6944885.87455796,-27.598481,-48.553769
"562","332",BUS_CR3322,"9","1","6",P,58.15384615,45.94153846,741447.384282724,6944885.87455796,-27.598481,-48.553769
"563","210",BUS_CR2102,"16","8","6",P,555.9369048,455.8682619,741447.384282724,6944885.87455796,-27.598481,-48.553769
"564","210",BUS_CR2102,"15","5","6",P,366.0712121,300.1783939,741447.384282724,6944885.87455796,-27.598481,-48.553769
"565","410",BUS_CR4101,"10","5","6",C,347.6392857,347.6392857,741447.384282724,6944885.87455796,-27.598481,-48.553769
"566","410",BUS_CR4101,"11","6","6",C,381.5375,381.5375,741447.384282724,6944885.87455796,-27.598481,-48.553769
"567","410",BUS_CR4101,"12","8","6",C,557.2820971,557.2820971,741447.384282724,6944885.87455796,-27.598481,-48.553769
"568","410",BUS_CR4101,"13","7","6",C,385.2589744,385.2589744,741447.384282724,6944885.87455796,-27.598481,-48.553769
"569","410",BUS_CR4101,"14","5","6",C,288.1279762,288.1279762,741447.384282724,6944885.87455796,-27.598481,-48.553769
"570","410",BUS_CR4101,"15","5","6",C,224.3064103,224.3064103,741447.384282724,6944885.87455796,-27.598481,-48.553769
"571","410",BUS_CR4101,"16","6","6",C,283.8090659,283.8090659,741447.384282724,6944885.87455796,-27.598481,-48.553769
"572","410",BUS_CR4101,"17","7","6",C,311.4285714,311.4285714,741447.384282724,6944885.87455796,-27.598481,-48.553769
"573","410",BUS_CR4101,"18","7","6",C,233.4294206,233.4294206,741447.384282724,6944885.87455796,-27.598481,-48.553769
"574","410",BUS_CR4101,"19","6","6",C,106.324359,106.324359,741447.384282724,6944885.87455796,-27.598481,-48.553769
"575","410",BUS_CR4101,"20","6","6",C,81.26369048,81.26369048,741447.384282724,6944885.87455796,-27.598481,-48.553769
"576","410",BUS_CR4101,"21","5","6",C,66.61057692,66.61057692,741447.384282724,6944885.87455796,-27.598481,-48.553769
"577","410",BUS_CR4101,"22","4","6",C,46.12619048,46.12619048,741447.384282724,6944885.87455796,-27.598481,-48.553769
"578","410",BUS_CR4101,"5","2","6",C,106.9384615,106.9384615,741447.384282724,6944885.87455796,-27.598481,-48.553769
"579","410",BUS_CR4101,"6","9","6",C,707.6237179,707.6237179,741447.384282724,6944885.87455796,-27.598481,-48.553769
"580","410",BUS_CR4101,"7","10","6",C,708.3449675,708.3449675,741447.384282724,6944885.87455796,-27.598481,-48.553769
"581","410",BUS_CR4101,"8","7","6",C,536.9224359,536.9224359,741447.384282724,6944885.87455796,-27.598481,-48.553769
"582","410",BUS_CR4101,"9","5","6",C,382.606044,382.606044,741447.384282724,6944885.87455796,-27.598481,-48.553769
"583","410",BUS_CR4102,"10","5","6",P,215.7849359,215.7849359,741447.384282724,6944885.87455796,-27.598481,-48.553769
"584","410",BUS_CR4102,"11","5","6",P,288.8698718,288.8698718,741447.384282724,6944885.87455796,-27.598481,-48.553769
"585","410",BUS_CR4102,"12","9","6",P,477.3782051,477.3782051,741447.384282724,6944885.87455796,-27.598481,-48.553769
"586","410",BUS_CR4102,"13","8","6",P,396.1845238,396.1845238,741447.384282724,6944885.87455796,-27.598481,-48.553769
"587","410",BUS_CR4102,"14","5","6",P,280.7724359,280.7724359,741447.384282724,6944885.87455796,-27.598481,-48.553769
"588","410",BUS_CR4102,"15","5","6",P,342.2,342.2,741447.384282724,6944885.87455796,-27.598481,-48.553769
"589","410",BUS_CR4102,"16","7","6",P,464.2038919,464.2038919,741447.384282724,6944885.87455796,-27.598481,-48.553769
"590","410",BUS_CR4102,"17","8","6",P,618.5144231,618.5144231,741447.384282724,6944885.87455796,-27.598481,-48.553769
"591","410",BUS_CR4102,"18","7","6",P,509.2826923,509.2826923,741447.384282724,6944885.87455796,-27.598481,-48.553769
"592","410",BUS_CR4102,"19","6","6",P,408.5103355,408.5103355,741447.384282724,6944885.87455796,-27.598481,-48.553769
"593","410",BUS_CR4102,"20","4","6",P,275.2362637,275.2362637,741447.384282724,6944885.87455796,-27.598481,-48.553769
"594","410",BUS_CR4102,"21","5","6",P,345.202152,345.202152,741447.384282724,6944885.87455796,-27.598481,-48.553769
"595","410",BUS_CR4102,"22","6","6",P,386.7172619,386.7172619,741447.384282724,6944885.87455796,-27.598481,-48.553769
"596","410",BUS_CR4102,"23","1","6",P,34.06666667,34.06666667,741447.384282724,6944885.87455796,-27.598481,-48.553769
"597","410",BUS_CR4102,"6","8","6",P,330.3913462,330.3913462,741447.384282724,6944885.87455796,-27.598481,-48.553769
"598","410",BUS_CR4102,"7","8","6",P,204.3516026,204.3516026,741447.384282724,6944885.87455796,-27.598481,-48.553769
"599","410",BUS_CR4102,"8","7","6",P,187.2198718,187.2198718,741447.384282724,6944885.87455796,-27.598481,-48.553769
"600","410",BUS_CR4102,"9","6","6",P,203.9038462,203.9038462,741447.384282724,6944885.87455796,-27.598481,-48.553769
"601","210",BUS_CR2102,"14","5","6",P,308.8,253.216,741447.384282724,6944885.87455796,-27.598481,-48.553769
"602","210",BUS_CR2102,"13","4","6",P,263.8123377,216.3261169,741447.384282724,6944885.87455796,-27.598481,-48.553769
"603","210",BUS_CR2102,"12","6","6",P,442.3038462,362.6891539,741447.384282724,6944885.87455796,-27.598481,-48.553769
"604","210",BUS_CR2102,"11","6","6",P,403.7904762,331.1081905,741447.384282724,6944885.87455796,-27.598481,-48.553769
"605","210",BUS_CR2102,"10","4","6",P,211.3441558,173.3022078,741447.384282724,6944885.87455796,-27.598481,-48.553769
"606","210",BUS_CR2101,"9","7","6",C,444.6285714,364.5954285,741447.384282724,6944885.87455796,-27.598481,-48.553769
"607","221",BUS_CR2211,"9","3","6",C,91.36190476,72.17590476,741447.384282724,6944885.87455796,-27.598481,-48.553769
"608","331",BUS_CR3311,"7","2","6",C,35.54545455,27.37,741447.384282724,6944885.87455796,-27.598481,-48.553769
"609","331",BUS_CR3312,"11","2","6",P,75.56349206,58.18388889,741447.384282724,6944885.87455796,-27.598481,-48.553769
"610","331",BUS_CR3311,"21","1","6",C,23.76923077,18.30230769,741447.384282724,6944885.87455796,-27.598481,-48.553769
"611","331",BUS_CR3311,"19","2","6",C,65.5,50.435,741447.384282724,6944885.87455796,-27.598481,-48.553769
"612","331",BUS_CR3312,"12","1","6",P,51.2,39.424,741447.384282724,6944885.87455796,-27.598481,-48.553769
"613","331",BUS_CR3311,"18","1","6",C,49.4,38.038,741447.384282724,6944885.87455796,-27.598481,-48.553769
"614","331",BUS_CR3311,"17","1","6",C,40.94117647,31.52470588,741447.384282724,6944885.87455796,-27.598481,-48.553769
"615","331",BUS_CR3312,"15","1","6",P,33.7,25.949,741447.384282724,6944885.87455796,-27.598481,-48.553769
"616","331",BUS_CR3311,"16","1","6",C,24.44444444,18.82222222,741447.384282724,6944885.87455796,-27.598481,-48.553769
"617","331",BUS_CR3311,"15","1","6",C,41.66666667,32.08333334,741447.384282724,6944885.87455796,-27.598481,-48.553769
"618","331",BUS_CR3312,"16","1","6",P,35.13333333,27.05266666,741447.384282724,6944885.87455796,-27.598481,-48.553769
"619","331",BUS_CR3311,"12","2","6",C,52.75,40.6175,741447.384282724,6944885.87455796,-27.598481,-48.553769
"620","331",BUS_CR3311,"11","1","6",C,19.92307692,15.34076923,741447.384282724,6944885.87455796,-27.598481,-48.553769
"621","331",BUS_CR3312,"17","1","6",P,22.625,17.42125,741447.384282724,6944885.87455796,-27.598481,-48.553769
"622","331",BUS_CR3311,"10","1","6",C,33.7,25.949,741447.384282724,6944885.87455796,-27.598481,-48.553769
"623","231",BUS_CR2312,"5","2","6",P,88.54761905,81.46380953,741447.384282724,6944885.87455796,-27.598481,-48.553769
"624","331",BUS_CR3312,"18","1","6",P,40.8,31.416,741447.384282724,6944885.87455796,-27.598481,-48.553769
"625","231",BUS_CR2312,"4","1","6",P,12.2,11.224,741447.384282724,6944885.87455796,-27.598481,-48.553769
"626","231",BUS_CR2312,"23","2","6",P,38,34.96,741447.384282724,6944885.87455796,-27.598481,-48.553769
"627","331",BUS_CR3312,"19","1","6",P,32.375,24.92875,741447.384282724,6944885.87455796,-27.598481,-48.553769
"628","231",BUS_CR2312,"0","1","6",P,24.75,22.77,741447.384282724,6944885.87455796,-27.598481,-48.553769
"629","231",BUS_CR2311,"5","1","6",C,18.25,16.79,741447.384282724,6944885.87455796,-27.598481,-48.553769
"630","331",BUS_CR3312,"21","1","6",P,12.5,9.625,741447.384282724,6944885.87455796,-27.598481,-48.553769
"631","231",BUS_CR2311,"4","1","6",C,25.76923077,23.70769231,741447.384282724,6944885.87455796,-27.598481,-48.553769
"632","231",BUS_CR2311,"23","2","6",C,22.16666667,20.39333334,741447.384282724,6944885.87455796,-27.598481,-48.553769
"633","331",BUS_CR3312,"22","1","6",P,10.53846154,8.114615386,741447.384282724,6944885.87455796,-27.598481,-48.553769
"634","331",BUS_CR3312,"6","2","6",P,97.2,74.844,741447.384282724,6944885.87455796,-27.598481,-48.553769
"635","331",BUS_CR3312,"7","3","6",P,198.1272727,152.558,741447.384282724,6944885.87455796,-27.598481,-48.553769
"636","332",BUS_CR3321,"10","1","6",C,27.84615385,21.99846154,741447.384282724,6944885.87455796,-27.598481,-48.553769
"637","332",BUS_CR3321,"11","1","6",C,20.93333333,16.53733333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"638","332",BUS_CR3321,"12","1","6",C,30.1,23.779,741447.384282724,6944885.87455796,-27.598481,-48.553769
"639","231",BUS_CR2311,"22","2","6",C,23.97222222,22.05444444,741447.384282724,6944885.87455796,-27.598481,-48.553769
"640","231",BUS_CR2311,"0","1","6",C,3.666666667,3.373333334,741447.384282724,6944885.87455796,-27.598481,-48.553769
"641","332",BUS_CR3321,"13","2","6",C,64.98214286,51.33589286,741447.384282724,6944885.87455796,-27.598481,-48.553769
"642","221",BUS_CR2212,"9","5","6",P,292.7521229,231.2741771,741447.384282724,6944885.87455796,-27.598481,-48.553769
"643","221",BUS_CR2212,"8","5","6",P,337.6923077,266.7769231,741447.384282724,6944885.87455796,-27.598481,-48.553769
"644","332",BUS_CR3321,"14","2","6",C,62.07179487,49.03671795,741447.384282724,6944885.87455796,-27.598481,-48.553769
"645","221",BUS_CR2212,"7","6","6",P,494.8079254,390.8982611,741447.384282724,6944885.87455796,-27.598481,-48.553769
"646","221",BUS_CR2212,"6","4","6",P,311.2878788,245.9174243,741447.384282724,6944885.87455796,-27.598481,-48.553769
"647","332",BUS_CR3321,"15","1","6",C,32.5,25.675,741447.384282724,6944885.87455796,-27.598481,-48.553769
"648","221",BUS_CR2212,"23","1","6",P,17.11111111,13.51777778,741447.384282724,6944885.87455796,-27.598481,-48.553769
"649","221",BUS_CR2212,"22","4","6",P,58.04242424,45.85351515,741447.384282724,6944885.87455796,-27.598481,-48.553769
"650","332",BUS_CR3321,"16","1","6",C,46.53846154,36.76538462,741447.384282724,6944885.87455796,-27.598481,-48.553769
"651","221",BUS_CR2212,"21","4","6",P,109.2,86.268,741447.384282724,6944885.87455796,-27.598481,-48.553769
"652","221",BUS_CR2212,"20","4","6",P,90.95555556,71.85488889,741447.384282724,6944885.87455796,-27.598481,-48.553769
"653","332",BUS_CR3321,"17","2","6",C,80.95555556,63.95488889,741447.384282724,6944885.87455796,-27.598481,-48.553769
"654","221",BUS_CR2212,"19","5","6",P,197.365873,155.9190397,741447.384282724,6944885.87455796,-27.598481,-48.553769
"655","221",BUS_CR2212,"18","6","6",P,279.7056277,220.9674459,741447.384282724,6944885.87455796,-27.598481,-48.553769
"656","332",BUS_CR3321,"18","1","6",C,27.46153846,21.69461538,741447.384282724,6944885.87455796,-27.598481,-48.553769
"657","221",BUS_CR2212,"17","8","6",P,285.8202381,225.7979881,741447.384282724,6944885.87455796,-27.598481,-48.553769
"658","221",BUS_CR2212,"16","7","6",P,258.3741453,204.1155748,741447.384282724,6944885.87455796,-27.598481,-48.553769
"659","332",BUS_CR3321,"19","1","6",C,20.53333333,16.22133333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"660","221",BUS_CR2212,"15","4","6",P,201.7,159.343,741447.384282724,6944885.87455796,-27.598481,-48.553769
"661","221",BUS_CR2212,"14","5","6",P,239.0833333,188.8758333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"662","332",BUS_CR3321,"20","1","6",C,21.6,17.064,741447.384282724,6944885.87455796,-27.598481,-48.553769
"663","221",BUS_CR2212,"13","5","6",P,347.4128788,274.4561743,741447.384282724,6944885.87455796,-27.598481,-48.553769
"664","221",BUS_CR2212,"12","4","6",P,300.101221,237.0799646,741447.384282724,6944885.87455796,-27.598481,-48.553769
"665","332",BUS_CR3321,"21","1","6",C,31.16666667,24.62166667,741447.384282724,6944885.87455796,-27.598481,-48.553769
"666","210",BUS_CR2101,"20","4","6",C,64.28181818,52.71109091,741447.384282724,6944885.87455796,-27.598481,-48.553769
"667","210",BUS_CR2101,"19","5","6",C,105.005303,86.10434846,741447.384282724,6944885.87455796,-27.598481,-48.553769
"668","210",BUS_CR2101,"18","5","6",C,198.0885781,162.432634,741447.384282724,6944885.87455796,-27.598481,-48.553769
"669","210",BUS_CR2101,"17","6","6",C,305.8820513,250.8232821,741447.384282724,6944885.87455796,-27.598481,-48.553769
"670","210",BUS_CR2101,"16","6","6",C,248.4761905,203.7504762,741447.384282724,6944885.87455796,-27.598481,-48.553769
"671","210",BUS_CR2101,"15","4","6",C,153.6297619,125.9764048,741447.384282724,6944885.87455796,-27.598481,-48.553769
"672","210",BUS_CR2101,"14","5","6",C,277.3636364,227.4381818,741447.384282724,6944885.87455796,-27.598481,-48.553769
"673","210",BUS_CR2101,"13","6","6",C,326.4464286,267.6860715,741447.384282724,6944885.87455796,-27.598481,-48.553769
"674","210",BUS_CR2101,"12","7","6",C,488.0681319,400.2158682,741447.384282724,6944885.87455796,-27.598481,-48.553769
"675","210",BUS_CR2101,"11","6","6",C,338.8829545,277.8840227,741447.384282724,6944885.87455796,-27.598481,-48.553769
"676","210",BUS_CR2101,"10","5","6",C,297.427381,243.8904524,741447.384282724,6944885.87455796,-27.598481,-48.553769
"677","110",BUS_CR1102,"8","2","6",P,60.41904762,60.41904762,741447.384282724,6944885.87455796,-27.598481,-48.553769
"678","110",BUS_CR1102,"7","3","6",P,145.1238095,145.1238095,741447.384282724,6944885.87455796,-27.598481,-48.553769
"679","110",BUS_CR1102,"6","2","6",P,138.8428571,138.8428571,741447.384282724,6944885.87455796,-27.598481,-48.553769
"680","110",BUS_CR1102,"19","2","6",P,65.6,65.6,741447.384282724,6944885.87455796,-27.598481,-48.553769
"681","110",BUS_CR1102,"18","3","6",P,151.8392857,151.8392857,741447.384282724,6944885.87455796,-27.598481,-48.553769
"682","110",BUS_CR1102,"17","4","6",P,214.1,214.1,741447.384282724,6944885.87455796,-27.598481,-48.553769
"683","110",BUS_CR1102,"16","3","6",P,101.1357143,101.1357143,741447.384282724,6944885.87455796,-27.598481,-48.553769
"684","110",BUS_CR1102,"15","3","6",P,119.4320346,119.4320346,741447.384282724,6944885.87455796,-27.598481,-48.553769
"685","110",BUS_CR1102,"14","3","6",P,64.2,64.2,741447.384282724,6944885.87455796,-27.598481,-48.553769
"686","110",BUS_CR1102,"13","3","6",P,118.5934524,118.5934524,741447.384282724,6944885.87455796,-27.598481,-48.553769
"687","110",BUS_CR1102,"12","3","6",P,133.0714286,133.0714286,741447.384282724,6944885.87455796,-27.598481,-48.553769
"688","110",BUS_CR1102,"11","1","6",P,41.53333333,41.53333333,741447.384282724,6944885.87455796,-27.598481,-48.553769
"689","110",BUS_CR1101,"8","2","6",C,85.38571429,85.38571429,741447.384282724,6944885.87455796,-27.598481,-48.553769
"690","110",BUS_CR1101,"7","3","6",C,159.3857143,159.3857143,741447.384282724,6944885.87455796,-27.598481,-48.553769
"691","110",BUS_CR1101,"6","2","6",C,84.07142857,84.07142857,741447.384282724,6944885.87455796,-27.598481,-48.553769
"692","110",BUS_CR1101,"18","3","6",C,159.6666667,159.6666667,741447.384282724,6944885.87455796,-27.598481,-48.553769
"693","110",BUS_CR1101,"17","4","6",C,230.8564103,230.8564103,741447.384282724,6944885.87455796,-27.598481,-48.553769
"694","110",BUS_CR1101,"16","3","6",C,145.1428571,145.1428571,741447.384282724,6944885.87455796,-27.598481,-48.553769
"695","110",BUS_CR1101,"15","3","6",C,117.0803571,117.0803571,741447.384282724,6944885.87455796,-27.598481,-48.553769
"696","110",BUS_CR1101,"14","3","6",C,106.8416667,106.8416667,741447.384282724,6944885.87455796,-27.598481,-48.553769
"697","110",BUS_CR1101,"13","3","6",C,133.4102564,133.4102564,741447.384282724,6944885.87455796,-27.598481,-48.553769
"698","110",BUS_CR1101,"12","3","6",C,149.1916667,149.1916667,741447.384282724,6944885.87455796,-27.598481,-48.553769
"699","110",BUS_CR1101,"11","1","6",C,37.14285714,37.14285714,741447.384282724,6944885.87455796,-27.598481,-48.553769
"700","210",BUS_CR2101,"8","9","6",C,532.5627706,436.7014719,741447.384282724,6944885.87455796,-27.598481,-48.553769
"701","210",BUS_CR2101,"7","11","6",C,748.5085082,613.7769767,741447.384282724,6944885.87455796,-27.598481,-48.553769
"702","210",BUS_CR2101,"6","10","6",C,690.2730353,566.0238889,741447.384282724,6944885.87455796,-27.598481,-48.553769
"703","210",BUS_CR2101,"5","3","6",C,200.6801865,164.5577529,741447.384282724,6944885.87455796,-27.598481,-48.553769
"704","210",BUS_CR2101,"22","3","6",C,33.596337,27.54899634,741447.384282724,6944885.87455796,-27.598481,-48.553769
"705","210",BUS_CR2101,"21","5","6",C,69.01327839,56.59088828,741447.384282724,6944885.87455796,-27.598481,-48.553769
"706","840",BUS_CR8401,"18","1","8","1",51.55555556,4.21333334,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"707","840",BUS_CR8401,"16","1","8","1",49,38.22,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"708","840",BUS_CR8401,"11","1","8","1",23.64285714,18.44142857,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"709","840",BUS_CR8401,"6","3","8","1",31.22435897,24.355,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"710","840",BUS_CR8401,"7","1","8","1",17.64285714,13.76142857,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"711","840",BUS_CR8401,"21","1","8","1",13,1.14,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"712","840",BUS_CR8401,"22","1","8","1",68,53.4,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"713","840",BUS_CR8401,"8","1","8","1",15.61538462,12.18,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"714","840",BUS_CR8401,"5","1","8","1",3.111111111,2.426666667,754614.519760064,6961368.81678024,-27.4474111111111,-48.4239416666667
"715","230",BUS_CR2301,"5","1","83",C,25.6,21.248,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"716","230",BUS_CR2301,"16","2","83",C,51.71212121,42.9210606,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"717","230",BUS_CR2301,"6","4","83",C,168.5753968,139.9175793,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"718","230",BUS_CR2301,"7","3","83",C,134.4166667,111.5658334,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"719","230",BUS_CR2302,"17","2","83",P,58.11111111,48.23222222,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"720","230",BUS_CR2301,"8","2","83",C,68.5,56.855,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"721","230",BUS_CR2301,"9","1","83",C,22,18.26,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"722","230",BUS_CR2302,"18","1","83",P,23.42857143,19.44571429,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"723","230",BUS_CR2302,"12","1","83",P,31,25.73,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"724","230",BUS_CR2302,"13","2","83",P,71.02777778,58.95305556,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"725","230",BUS_CR2302,"19","2","83",P,33.14285714,27.50857143,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"726","230",BUS_CR2302,"14","2","83",P,54.41666667,45.16583334,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"727","230",BUS_CR2302,"15","1","83",P,23.25,19.2975,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"728","230",BUS_CR2302,"22","1","83",P,4.166666667,3.458333334,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"729","230",BUS_CR2302,"6","2","83",P,62.52380952,51.8947619,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"730","230",BUS_CR2302,"7","4","83",P,187.4318182,155.5684091,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"731","230",BUS_CR2302,"8","3","83",P,128.4571429,106.6194286,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"732","230",BUS_CR2302,"9","2","83",P,44.55555556,36.98111111,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"733","230",BUS_CR2301,"11","1","83",C,35,29.05,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"734","230",BUS_CR2301,"12","2","83",C,72.6984127,60.33968254,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"735","230",BUS_CR2301,"13","1","83",C,21.1,17.513,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"736","230",BUS_CR2301,"17","1","83",C,25.6,21.248,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"737","230",BUS_CR2301,"18","2","83",C,27.25,22.6175,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"738","230",BUS_CR2301,"14","2","83",C,53.85714286,44.70142857,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
"739","230",BUS_CR2301,"22","1","83",C,4.272727273,3.546363637,741708.339311494,6946077.85604196,-27.5876832533909,-48.5513661158642
