id,numero linha,id_mob,faixa,n partidas,id_pc,corredor,sum_faixa,sum_faixa_estu,e,n,lat,lon
"1","840",BUS_CR8402,"22","1","1",C,5.285714286,4.122857143,751439.459115082,6960922.3481223,-27.452028,-48.455947
"2","221",BUS_CR2211,"18","5","1",P,151.3555556,119.5708889,751439.459115082,6960922.3481223,-27.452028,-48.455947
"3","210",BUS_CR2101,"21","5","1",P,73.16053114,59.99163553,751439.459115082,6960922.3481223,-27.452028,-48.455947
"4","840",BUS_CR8402,"18","1","1",C,9.6,7.488,751439.459115082,6960922.3481223,-27.452028,-48.455947
"5","221",BUS_CR2211,"19","4","1",P,85.38055556,67.45063889,751439.459115082,6960922.3481223,-27.452028,-48.455947
"6","210",BUS_CR2101,"22","3","1",P,34.37069597,28.1839707,751439.459115082,6960922.3481223,-27.452028,-48.455947
"7","233",BUS_CR2331,"10","2","1",P,80.28409091,53.79034091,751439.459115082,6960922.3481223,-27.452028,-48.455947
"8","221",BUS_CR2211,"20","4","1",P,61.64444444,48.69911111,751439.459115082,6960922.3481223,-27.452028,-48.455947
"9","840",BUS_CR8402,"16","1","1",C,20.88888889,16.29333333,751439.459115082,6960922.3481223,-27.452028,-48.455947
"10","233",BUS_CR2332,"22","4","1",C,143.4380952,96.10352378,751439.459115082,6960922.3481223,-27.452028,-48.455947
"11","221",BUS_CR2211,"21","5","1",P,39.02380952,30.82880952,751439.459115082,6960922.3481223,-27.452028,-48.455947
"12","210",BUS_CR2101,"5","3","1",P,227.9724942,186.9374452,751439.459115082,6960922.3481223,-27.452028,-48.455947
"13","840",BUS_CR8402,"13","1","1",C,24.57142857,19.16571428,751439.459115082,6960922.3481223,-27.452028,-48.455947
"14","221",BUS_CR2211,"22","1","1",P,16.5,13.035,751439.459115082,6960922.3481223,-27.452028,-48.455947
"15","210",BUS_CR2101,"6","10","1",P,775.9337662,636.2656883,751439.459115082,6960922.3481223,-27.452028,-48.455947
"16","210",BUS_CR2101,"14","5","1",P,296.8409091,243.4095455,751439.459115082,6960922.3481223,-27.452028,-48.455947
"17","221",BUS_CR2211,"5","3","1",P,130.6125874,103.183944,751439.459115082,6960922.3481223,-27.452028,-48.455947
"18","840",BUS_CR8401,"8","1","1",P,12.23076923,9.539999999,751439.459115082,6960922.3481223,-27.452028,-48.455947
"19","210",BUS_CR2101,"7","11","1",P,846.038345,693.7514429,751439.459115082,6960922.3481223,-27.452028,-48.455947
"20","221",BUS_CR2211,"6","6","1",P,439.1602564,346.9366026,751439.459115082,6960922.3481223,-27.452028,-48.455947
"21","840",BUS_CR8401,"7","1","1",P,12,9.36,751439.459115082,6960922.3481223,-27.452028,-48.455947
"22","230",BUS_CR2302,"19","2","1",C,74.75,62.0425,751439.459115082,6960922.3481223,-27.452028,-48.455947
"23","221",BUS_CR2211,"7","6","1",P,387.5993687,306.2035013,751439.459115082,6960922.3481223,-27.452028,-48.455947
"24","210",BUS_CR2101,"8","9","1",P,608.4924242,498.9637878,751439.459115082,6960922.3481223,-27.452028,-48.455947
"25","840",BUS_CR8401,"6","3","1",P,17.13888889,13.36833333,751439.459115082,6960922.3481223,-27.452028,-48.455947
"26","221",BUS_CR2211,"8","5","1",P,300.0041667,237.0032917,751439.459115082,6960922.3481223,-27.452028,-48.455947
"27","210",BUS_CR2101,"9","7","1",P,475.1571429,389.6288572,751439.459115082,6960922.3481223,-27.452028,-48.455947
"28","233",BUS_CR2332,"23","1","1",C,49,32.83,751439.459115082,6960922.3481223,-27.452028,-48.455947
"29","221",BUS_CR2211,"9","3","1",P,166.4285714,131.4785714,751439.459115082,6960922.3481223,-27.452028,-48.455947
"30","840",BUS_CR8401,"5","1","1",P,1,0.78,751439.459115082,6960922.3481223,-27.452028,-48.455947
"31","840",BUS_CR8401,"22","1","1",P,75,58.5,751439.459115082,6960922.3481223,-27.452028,-48.455947
"32","230",BUS_CR2302,"14","2","1",C,71,58.93,751439.459115082,6960922.3481223,-27.452028,-48.455947
"33","210",BUS_CR2102,"10","4","1",C,210.2012987,172.3650649,751439.459115082,6960922.3481223,-27.452028,-48.455947
"34","221",BUS_CR2212,"10","4","1",C,126.7291667,100.1160417,751439.459115082,6960922.3481223,-27.452028,-48.455947
"35","840",BUS_CR8401,"21","1","1",P,12,9.36,751439.459115082,6960922.3481223,-27.452028,-48.455947
"36","233",BUS_CR2331,"9","4","1",P,182.7261905,122.4265476,751439.459115082,6960922.3481223,-27.452028,-48.455947
"37","221",BUS_CR2212,"11","5","1",C,206.4803807,163.1195008,751439.459115082,6960922.3481223,-27.452028,-48.455947
"38","233",BUS_CR2332,"15","4","1",C,269.5766789,180.6163749,751439.459115082,6960922.3481223,-27.452028,-48.455947
"39","210",BUS_CR2102,"11","6","1",C,391.9833333,321.4263333,751439.459115082,6960922.3481223,-27.452028,-48.455947
"40","221",BUS_CR2212,"12","4","1",C,116.6385836,92.14448104,751439.459115082,6960922.3481223,-27.452028,-48.455947
"41","840",BUS_CR8401,"18","1","1",P,51.66666667,40.3,751439.459115082,6960922.3481223,-27.452028,-48.455947
"42","233",BUS_CR2331,"11","4","1",P,173.8528139,116.4813853,751439.459115082,6960922.3481223,-27.452028,-48.455947
"43","221",BUS_CR2212,"13","5","1",C,138.0557359,109.0640314,751439.459115082,6960922.3481223,-27.452028,-48.455947
"44","233",BUS_CR2332,"6","5","1",C,142.6484127,95.57443651,751439.459115082,6960922.3481223,-27.452028,-48.455947
"45","210",BUS_CR2102,"12","6","1",C,437.1467949,358.4603718,751439.459115082,6960922.3481223,-27.452028,-48.455947
"46","221",BUS_CR2212,"14","5","1",C,207.6666667,164.0566667,751439.459115082,6960922.3481223,-27.452028,-48.455947
"47","840",BUS_CR8401,"16","1","1",P,48.6,37.908,751439.459115082,6960922.3481223,-27.452028,-48.455947
"48","233",BUS_CR2331,"20","2","1",P,22.08333333,14.79583333,751439.459115082,6960922.3481223,-27.452028,-48.455947
"49","221",BUS_CR2212,"15","4","1",C,242.2,191.338,751439.459115082,6960922.3481223,-27.452028,-48.455947
"50","210",BUS_CR2101,"15","4","1",P,162.9964286,133.6570715,751439.459115082,6960922.3481223,-27.452028,-48.455947
"51","210",BUS_CR2102,"13","4","1",C,263.0032468,215.6626624,751439.459115082,6960922.3481223,-27.452028,-48.455947
"52","221",BUS_CR2212,"16","7","1",C,387.4363248,306.0746966,751439.459115082,6960922.3481223,-27.452028,-48.455947
"53","840",BUS_CR8401,"11","1","1",P,18.64285714,14.54142857,751439.459115082,6960922.3481223,-27.452028,-48.455947
"54","233",BUS_CR2331,"12","5","1",P,247.45,165.7915,751439.459115082,6960922.3481223,-27.452028,-48.455947
"55","221",BUS_CR2212,"17","8","1",C,509.3464286,402.3836786,751439.459115082,6960922.3481223,-27.452028,-48.455947
"56","210",BUS_CR2101,"10","5","1",P,336.0654762,275.5736905,751439.459115082,6960922.3481223,-27.452028,-48.455947
"57","210",BUS_CR2102,"14","5","1",C,307.8,252.396,751439.459115082,6960922.3481223,-27.452028,-48.455947
"58","221",BUS_CR2212,"18","6","1",C,240.9204545,190.3271591,751439.459115082,6960922.3481223,-27.452028,-48.455947
"59","210",BUS_CR2101,"16","6","1",P,268.5595238,220.2188095,751439.459115082,6960922.3481223,-27.452028,-48.455947
"60","233",BUS_CR2331,"6","8","1",P,537.1800144,359.9106096,751439.459115082,6960922.3481223,-27.452028,-48.455947
"61","221",BUS_CR2212,"19","5","1",C,212.8698413,168.1671746,751439.459115082,6960922.3481223,-27.452028,-48.455947
"62","233",BUS_CR2332,"7","6","1",C,86.71520147,58.09918498,751439.459115082,6960922.3481223,-27.452028,-48.455947
"63","210",BUS_CR2102,"15","5","1",C,365.8616162,300.0065253,751439.459115082,6960922.3481223,-27.452028,-48.455947
"64","221",BUS_CR2212,"20","4","1",C,170.8888889,135.0022222,751439.459115082,6960922.3481223,-27.452028,-48.455947
"65","230",BUS_CR2302,"6","2","1",C,43.43809524,36.05361905,751439.459115082,6960922.3481223,-27.452028,-48.455947
"66","233",BUS_CR2331,"13","3","1",P,128.7,86.229,751439.459115082,6960922.3481223,-27.452028,-48.455947
"67","221",BUS_CR2212,"21","4","1",C,260.025,205.41975,751439.459115082,6960922.3481223,-27.452028,-48.455947
"68","230",BUS_CR2302,"13","2","1",C,48.83333333,40.53166666,751439.459115082,6960922.3481223,-27.452028,-48.455947
"69","210",BUS_CR2102,"16","8","1",C,543.2829365,445.4920079,751439.459115082,6960922.3481223,-27.452028,-48.455947
"70","221",BUS_CR2212,"22","4","1",C,142.3181818,112.4313636,751439.459115082,6960922.3481223,-27.452028,-48.455947
"71","230",BUS_CR2302,"18","1","1",C,34,28.22,751439.459115082,6960922.3481223,-27.452028,-48.455947
"72","233",BUS_CR2331,"21","5","1",P,32.05873016,21.47934921,751439.459115082,6960922.3481223,-27.452028,-48.455947
"73","221",BUS_CR2212,"23","1","1",C,35.11111111,27.73777778,751439.459115082,6960922.3481223,-27.452028,-48.455947
"74","233",BUS_CR2332,"14","4","1",C,175.0470085,117.2814957,751439.459115082,6960922.3481223,-27.452028,-48.455947
"75","210",BUS_CR2102,"17","9","1",C,725.9818182,595.3050909,751439.459115082,6960922.3481223,-27.452028,-48.455947
"76","221",BUS_CR2212,"6","4","1",C,58.4047619,46.1397619,751439.459115082,6960922.3481223,-27.452028,-48.455947
"77","233",BUS_CR2332,"10","3","1",C,89.13333333,59.71933333,751439.459115082,6960922.3481223,-27.452028,-48.455947
"78","233",BUS_CR2331,"14","4","1",P,133.4960317,89.44234124,751439.459115082,6960922.3481223,-27.452028,-48.455947
"79","221",BUS_CR2212,"7","6","1",C,69.17062937,54.6447972,751439.459115082,6960922.3481223,-27.452028,-48.455947
"80","233",BUS_CR2332,"8","7","1",C,78.36461039,52.50428896,751439.459115082,6960922.3481223,-27.452028,-48.455947
"81","210",BUS_CR2102,"18","10","1",C,757.0482323,620.7795505,751439.459115082,6960922.3481223,-27.452028,-48.455947
"82","221",BUS_CR2212,"8","5","1",C,34.66899767,27.38850816,751439.459115082,6960922.3481223,-27.452028,-48.455947
"83","231",BUS_CR2311,"22","2","1",P,22.34722222,20.55944444,751439.459115082,6960922.3481223,-27.452028,-48.455947
"84","233",BUS_CR2331,"8","5","1",P,265.457265,177.8563676,751439.459115082,6960922.3481223,-27.452028,-48.455947
"85","221",BUS_CR2212,"9","5","1",C,79.8548951,63.08536713,751439.459115082,6960922.3481223,-27.452028,-48.455947
"86","230",BUS_CR2301,"11","1","1",P,13,10.79,751439.459115082,6960922.3481223,-27.452028,-48.455947
"87","210",BUS_CR2102,"19","6","1",C,488.702381,400.7359524,751439.459115082,6960922.3481223,-27.452028,-48.455947
"88","230",BUS_CR2301,"12","2","1",P,58.80952381,48.81190476,751439.459115082,6960922.3481223,-27.452028,-48.455947
"89","233",BUS_CR2331,"7","6","1",P,397.8559524,266.5634881,751439.459115082,6960922.3481223,-27.452028,-48.455947
"90","230",BUS_CR2301,"13","1","1",P,18.3,15.189,751439.459115082,6960922.3481223,-27.452028,-48.455947
"91","210",BUS_CR2102,"20","5","1",C,308.0478272,252.5992183,751439.459115082,6960922.3481223,-27.452028,-48.455947
"92","230",BUS_CR2301,"14","2","1",P,23.54761905,19.54452381,751439.459115082,6960922.3481223,-27.452028,-48.455947
"93","231",BUS_CR2312,"0","1","1",C,53.25,48.99,751439.459115082,6960922.3481223,-27.452028,-48.455947
"94","230",BUS_CR2301,"16","2","1",P,11.93181818,9.903409089,751439.459115082,6960922.3481223,-27.452028,-48.455947
"95","210",BUS_CR2102,"21","4","1",C,309.4787879,253.7726061,751439.459115082,6960922.3481223,-27.452028,-48.455947
"96","230",BUS_CR2301,"17","1","1",P,14.6,12.118,751439.459115082,6960922.3481223,-27.452028,-48.455947
"97","230",BUS_CR2302,"7","4","1",C,33.88181818,28.12190909,751439.459115082,6960922.3481223,-27.452028,-48.455947
"98","230",BUS_CR2301,"18","2","1",P,16,13.28,751439.459115082,6960922.3481223,-27.452028,-48.455947
"99","210",BUS_CR2102,"22","6","1",C,340.0076007,278.8062326,751439.459115082,6960922.3481223,-27.452028,-48.455947
"100","230",BUS_CR2301,"22","1","1",P,0.272727273,0.226363636,751439.459115082,6960922.3481223,-27.452028,-48.455947
"101","233",BUS_CR2332,"19","4","1",C,159.5858586,106.9225253,751439.459115082,6960922.3481223,-27.452028,-48.455947
"102","230",BUS_CR2301,"5","1","1",P,40.2,33.366,751439.459115082,6960922.3481223,-27.452028,-48.455947
"103","210",BUS_CR2102,"23","1","1",C,42,34.44,751439.459115082,6960922.3481223,-27.452028,-48.455947
"104","230",BUS_CR2301,"6","4","1",P,186.9880952,155.200119,751439.459115082,6960922.3481223,-27.452028,-48.455947
"105","230",BUS_CR2302,"22","1","1",C,36.25,30.0875,751439.459115082,6960922.3481223,-27.452028,-48.455947
"106","230",BUS_CR2301,"7","3","1",P,164.0666667,136.1753334,751439.459115082,6960922.3481223,-27.452028,-48.455947
"107","210",BUS_CR2102,"5","1","1",C,63.81818182,52.33090909,751439.459115082,6960922.3481223,-27.452028,-48.455947
"108","230",BUS_CR2301,"8","2","1",P,62.45833333,51.84041666,751439.459115082,6960922.3481223,-27.452028,-48.455947
"109","231",BUS_CR2312,"23","2","1",C,40.625,37.375,751439.459115082,6960922.3481223,-27.452028,-48.455947
"110","230",BUS_CR2301,"9","1","1",P,13,10.79,751439.459115082,6960922.3481223,-27.452028,-48.455947
"111","210",BUS_CR2102,"6","5","1",C,228.4724817,187.347435,751439.459115082,6960922.3481223,-27.452028,-48.455947
"112","233",BUS_CR2331,"18","4","1",P,84.14675325,56.37832468,751439.459115082,6960922.3481223,-27.452028,-48.455947
"113","233",BUS_CR2331,"15","3","1",P,69.98412698,46.88936508,751439.459115082,6960922.3481223,-27.452028,-48.455947
"114","210",BUS_CR2102,"7","8","1",C,192.8959596,158.1746869,751439.459115082,6960922.3481223,-27.452028,-48.455947
"115","233",BUS_CR2331,"22","3","1",P,17.03846154,11.41576923,751439.459115082,6960922.3481223,-27.452028,-48.455947
"116","230",BUS_CR2302,"17","2","1",C,106.7350427,88.59008544,751439.459115082,6960922.3481223,-27.452028,-48.455947
"117","231",BUS_CR2312,"5","2","1",C,94.73809524,87.15904762,751439.459115082,6960922.3481223,-27.452028,-48.455947
"118","210",BUS_CR2102,"8","6","1",C,129.7292929,106.3780202,751439.459115082,6960922.3481223,-27.452028,-48.455947
"119","231",BUS_CR2311,"5","1","1",P,58.08333333,53.43666666,751439.459115082,6960922.3481223,-27.452028,-48.455947
"120","210",BUS_CR2102,"9","5","1",C,143.8385281,117.947593,751439.459115082,6960922.3481223,-27.452028,-48.455947
"121","233",BUS_CR2332,"18","5","1",C,276.550641,185.2889295,751439.459115082,6960922.3481223,-27.452028,-48.455947
"122","233",BUS_CR2332,"17","4","1",C,279.8809524,187.5202381,751439.459115082,6960922.3481223,-27.452028,-48.455947
"123","233",BUS_CR2332,"12","4","1",C,148.9711538,99.81067305,751439.459115082,6960922.3481223,-27.452028,-48.455947
"124","230",BUS_CR2302,"8","3","1",C,18.91428571,15.69885714,751439.459115082,6960922.3481223,-27.452028,-48.455947
"125","231",BUS_CR2311,"0","1","1",P,3.666666667,3.373333334,751439.459115082,6960922.3481223,-27.452028,-48.455947
"126","233",BUS_CR2332,"20","3","1",C,159.0138889,106.5393056,751439.459115082,6960922.3481223,-27.452028,-48.455947
"127","231",BUS_CR2311,"23","2","1",P,28.03333333,25.79066666,751439.459115082,6960922.3481223,-27.452028,-48.455947
"128","233",BUS_CR2331,"16","4","1",P,73.5034965,49.24734266,751439.459115082,6960922.3481223,-27.452028,-48.455947
"129","210",BUS_CR2101,"13","6","1",P,356.0892857,291.9932143,751439.459115082,6960922.3481223,-27.452028,-48.455947
"130","233",BUS_CR2331,"17","5","1",P,111.6896825,74.83208728,751439.459115082,6960922.3481223,-27.452028,-48.455947
"131","233",BUS_CR2331,"5","1","1",P,50.81818182,34.04818182,751439.459115082,6960922.3481223,-27.452028,-48.455947
"132","231",BUS_CR2312,"4","1","1",C,16.6,15.272,751439.459115082,6960922.3481223,-27.452028,-48.455947
"133","210",BUS_CR2101,"11","6","1",P,390.6897727,320.3656136,751439.459115082,6960922.3481223,-27.452028,-48.455947
"134","231",BUS_CR2311,"4","1","1",P,11.30769231,10.40307693,751439.459115082,6960922.3481223,-27.452028,-48.455947
"135","233",BUS_CR2332,"9","4","1",C,48.75396825,32.66515873,751439.459115082,6960922.3481223,-27.452028,-48.455947
"136","233",BUS_CR2332,"21","4","1",C,269.5732601,180.6140843,751439.459115082,6960922.3481223,-27.452028,-48.455947
"137","221",BUS_CR2211,"10","4","1",P,199.9404762,157.9529762,751439.459115082,6960922.3481223,-27.452028,-48.455947
"138","233",BUS_CR2332,"11","3","1",C,168.6309524,112.9827381,751439.459115082,6960922.3481223,-27.452028,-48.455947
"139","210",BUS_CR2101,"12","7","1",P,538.4288462,441.5116539,751439.459115082,6960922.3481223,-27.452028,-48.455947
"140","221",BUS_CR2211,"11","5","1",P,226.9103175,179.2591508,751439.459115082,6960922.3481223,-27.452028,-48.455947
"141","230",BUS_CR2302,"15","1","1",C,47.5,39.425,751439.459115082,6960922.3481223,-27.452028,-48.455947
"142","230",BUS_CR2302,"9","2","1",C,18.88888889,15.67777778,751439.459115082,6960922.3481223,-27.452028,-48.455947
"143","221",BUS_CR2211,"12","4","1",P,221,174.59,751439.459115082,6960922.3481223,-27.452028,-48.455947
"144","233",BUS_CR2332,"16","3","1",C,211.8717949,141.9541026,751439.459115082,6960922.3481223,-27.452028,-48.455947
"145","233",BUS_CR2332,"13","4","1",C,171.6444444,115.0017777,751439.459115082,6960922.3481223,-27.452028,-48.455947
"146","221",BUS_CR2211,"13","5","1",P,248.7818071,196.5376276,751439.459115082,6960922.3481223,-27.452028,-48.455947
"147","230",BUS_CR2302,"12","1","1",C,58,48.14,751439.459115082,6960922.3481223,-27.452028,-48.455947
"148","210",BUS_CR2101,"17","6","1",P,322.8141026,264.7075641,751439.459115082,6960922.3481223,-27.452028,-48.455947
"149","221",BUS_CR2211,"14","4","1",P,128.4583333,101.4820833,751439.459115082,6960922.3481223,-27.452028,-48.455947
"150","840",BUS_CR8402,"9","1","1",C,22.46153846,17.52,751439.459115082,6960922.3481223,-27.452028,-48.455947
"151","210",BUS_CR2101,"18","5","1",P,210.5371212,172.6404394,751439.459115082,6960922.3481223,-27.452028,-48.455947
"152","221",BUS_CR2211,"15","5","1",P,117.716317,92.99589043,751439.459115082,6960922.3481223,-27.452028,-48.455947
"153","840",BUS_CR8402,"8","2","1",C,69.0952381,53.89428572,751439.459115082,6960922.3481223,-27.452028,-48.455947
"154","233",BUS_CR2331,"19","4","1",P,56.27380952,37.70345238,751439.459115082,6960922.3481223,-27.452028,-48.455947
"155","221",BUS_CR2211,"16","7","1",P,130.5669192,103.1478662,751439.459115082,6960922.3481223,-27.452028,-48.455947
"156","210",BUS_CR2101,"19","5","1",P,108.4106061,88.896697,751439.459115082,6960922.3481223,-27.452028,-48.455947
"157","840",BUS_CR8402,"7","2","1",C,82.39423077,64.2675,751439.459115082,6960922.3481223,-27.452028,-48.455947
"158","221",BUS_CR2211,"17","6","1",P,183.6282051,145.066282,751439.459115082,6960922.3481223,-27.452028,-48.455947
"159","210",BUS_CR2101,"20","4","1",P,68.53636364,56.19981818,751439.459115082,6960922.3481223,-27.452028,-48.455947
"160","332",BUS_CR3322,"14","2","2",C,50.58333333,39.96083333,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"161","331",BUS_CR3312,"18","1","2",C,34.6,26.642,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"162","331",BUS_CR3312,"19","1","2",C,24.625,18.96125,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"163","231",BUS_CR2311,"0","1","2","1",4,3.68,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"164","231",BUS_CR2311,"22","2","2","1",19.90277778,18.3155556,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"165","332",BUS_CR3321,"13","2","2",P,59.15178571,46.72991071,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"166","332",BUS_CR3321,"12","1","2",P,25.5,20.145,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"167","332",BUS_CR3321,"11","1","2",P,18.93333333,14.95733333,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"168","332",BUS_CR3321,"10","1","2",P,26.30769231,20.78307692,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"169","331",BUS_CR3312,"7","3","2",C,66.16969697,50.95066667,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"170","231",BUS_CR2311,"5","1","2","1",46.58333333,42.85666666,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"171","331",BUS_CR3312,"6","2","2",C,63.13333333,48.61266666,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"172","331",BUS_CR3312,"22","1","2",C,34.61538462,26.65384616,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"173","231",BUS_CR2311,"4","1","2","1",12.92307692,11.8892377,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"174","231",BUS_CR2311,"23","2","2","1",43.43333333,39.95866666,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"175","331",BUS_CR3312,"21","1","2",C,13.5,10.395,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"176","331",BUS_CR3311,"10","1","2",P,18.7,14.399,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"177","331",BUS_CR3311,"11","1","2",P,29.69230769,22.86307692,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"178","331",BUS_CR3312,"16","1","2",C,44.46666667,34.23933334,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"179","331",BUS_CR3311,"12","2","2",P,51.8125,39.895625,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"180","331",BUS_CR3311,"15","1","2",P,17.77777778,13.68888889,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"181","331",BUS_CR3312,"15","1","2",C,20.9,16.093,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"182","331",BUS_CR3311,"16","1","2",P,30.22222222,23.27111111,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"183","331",BUS_CR3311,"17","1","2",P,8.529411765,6.567647059,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"184","331",BUS_CR3312,"12","1","2",C,19.4,14.938,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"185","331",BUS_CR3311,"18","1","2",P,9,6.93,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"186","331",BUS_CR3311,"19","2","2",P,31.75,24.4475,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"187","331",BUS_CR3312,"11","2","2",C,47.78571429,36.795,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"188","331",BUS_CR3311,"21","1","2",P,2.076923077,1.599230769,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"189","331",BUS_CR3311,"6","2","2",P,78.4375,60.396875,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"190","331",BUS_CR3311,"7","2","2",P,44.27922078,34.095,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"191","332",BUS_CR3322,"9","1","2",C,14.61538462,11.54615385,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"192","332",BUS_CR3322,"8","2","2",C,32.88095238,25.97595238,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"193","332",BUS_CR3322,"7","1","2",C,22.53846154,17.80538462,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"194","332",BUS_CR3322,"6","2","2",C,65.22596154,51.52850962,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"195","332",BUS_CR3322,"23","1","2",C,5.75,4.5425,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"196","233",BUS_CR2331,"9","4","2","1",207.9484127,139.3254365,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"197","332",BUS_CR3322,"22","1","2",C,10.11111111,7.987777777,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"198","332",BUS_CR3322,"20","2","2",C,41.98701299,33.16974026,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"199","233",BUS_CR2331,"8","5","2","1",294.1410256,197.744872,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"200","212",BUS_CR2121,"12","1","2",P,50.61538462,50.61538462,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"201","332",BUS_CR3322,"19","1","2",C,15.2,12.008,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"202","212",BUS_CR2121,"17","1","2",P,34.55555556,34.55555556,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"203","212",BUS_CR2121,"18","2","2",P,46.48205128,46.48205128,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"204","332",BUS_CR3322,"18","2","2",C,55.20833333,43.61458333,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"205","212",BUS_CR2121,"7","1","2",P,34,34,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"206","233",BUS_CR2331,"7","6","2","1",426.8119048,285.9639762,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"207","332",BUS_CR3322,"17","2","2",C,104.0357143,82.1882143,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"208","212",BUS_CR2122,"16","1","2",C,40.11111111,40.11111111,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"209","212",BUS_CR2122,"17","1","2",C,54.5,54.5,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"210","332",BUS_CR3322,"15","1","2",C,38.78571429,30.64071429,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"211","212",BUS_CR2122,"18","2","2",C,95.22222222,95.22222222,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"212","233",BUS_CR2331,"6","8","2","1",573.2501804,384.77629,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"213","212",BUS_CR2122,"19","2","2",C,67.44055944,67.44055944,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"214","221",BUS_CR2211,"10","4","2","1",206.9702381,163.564881,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"215","331",BUS_CR3312,"17","1","2",C,51.375,39.55875,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"216","221",BUS_CR2211,"11","5","2","1",238.0706349,188.75816,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"217","221",BUS_CR2211,"12","4","2","1",224.3,177.197,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"218","332",BUS_CR3322,"13","2","2",C,48.84848485,38.59030303,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"219","221",BUS_CR2211,"13","5","2","1",255.1120879,21.5385494,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"220","233",BUS_CR2331,"5","1","2","1",52.09090909,34.9999,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"221","221",BUS_CR2211,"14","4","2","1",127.1583333,1.455833,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"222","332",BUS_CR3322,"12","1","2",C,37.4375,29.575625,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
